grupo,tipo,nombre,CODMUN,DIRECCION,info,CMUN,CDIS,dist_aeropuerto,dist_intercambiador,dist_cercanias,dist_hospital,dist_universidad,dist_gob,dist_embajada,dist_ccomercial,X,Y
Salud,Centros de Salud,Centro de Salud Robledo de Chavela,125,CarreteraNavas del Rey4,CODZBS: 060207,125,01,41.851136857719744,40.92166424250412,2.5668736746903593,15.82851712695332,1.894850248113522,0.6850342173177725,16.50035546766795,0.6516746890285232,-4.239788135120387,40.4982887827899
Salud,Centros de Salud,Centro de Salud Los Alperchines,130,CalleCórdoba4,CODZBS: 020105,130,01,4.884409123148175,5.671230428105295,1.7311526171188942,0.9647164460955127,1.4220872949178356,1.7515050576621354,14.621832325274765,1.210062155780908,-3.533988724832744,40.42705697762878
Salud,Centros de Salud,Centro de Salud San Fernando,130,PlazaOndarreta1,CODZBS: 020106,130,01,5.527171801556233,6.320861073431417,2.309129857736787,0.4677405588229336,1.4202948503903536,1.7711113823947098,14.61451048550944,1.2317017326847146,-3.5299415015133824,40.42208457090957
Salud,Centros de Salud,Centro de Salud San Carlos,131,CalleXavier Cabello Lapiedra1,CODZBS: 060203,131,01,40.158064007945136,38.39371521128806,1.649792111066926,3.0767087254889316,4.891905808200639,2.6907268207564234,17.652733054793103,2.054030317479381,-4.1497066264182045,40.59191934025383
Salud,Centros de Salud,Centro de Salud San Martín de la Vega,132,AvenidaDoce de Octubre6,CODZBS: 110106,132,01,24.384733924620093,18.2482875504292,6.27979836382523,6.25091324632722,1.7968813449254257,0.1388284957706985,15.838959561789482,0.29050170393628705,-3.5784877011645935,40.21010783356313
Salud,Centros de Salud,Centro de Salud San Martín de Valdeiglesias,133,Callede la Bola1,CODZBS: 080302,133,01,53.05790908343759,53.160795500923406,21.727568833069892,16.742172619475078,4.305046716063579,3.2430116107287317,15.133060808528395,1.107636646092191,-4.400969884236026,40.3645146108271
Salud,Centros de Salud,Centro de Salud Reyes Católicos,134,Avenidade España20,CODZBS: 050106,134,01,10.627791630622724,6.760627024348775,0.45179506599572966,2.2149927827191815,1.3380845142197082,1.7104120089105546,14.700469370815481,1.2471235819792714,-3.630401401810668,40.544750972499635
Salud,Centros de Salud,Centro de Salud Rosa Luxemburgo,134,AvenidaAragón6,CODZBS: 050107,134,01,12.131527600455973,8.260255130664575,1.3957645530319929,1.8390653344107535,4.177174422657088,2.6127008218749634,16.119731077293725,1.9443096004384461,-3.632296137007601,40.55911875110192
Salud,Centros de Salud,Centro de Salud V Centenario,134,CalleReal91,CODZBS: 050105,134,01,10.891365966495924,7.024632230191848,1.1120385011417382,1.3290034747509345,1.7436047976694384,0.3794661845036724,16.217110925339497,0.3544241512743981,-3.622692743211135,40.55016205898069
Salud,Centros de Salud,Centro de Salud Soto del Real,144,CalleCristal2,CODZBS: 050203,144,01,37.131254738266236,32.28604179382987,11.814011517564474,20.960153425989024,1.8800175574088809,0.49418755294347677,15.365778189895492,0.6239039398352219,-3.787751397609984,40.75111058929956
Salud,Centros de Salud,Centro de Salud Brújula,148,CalleBrújula0,CODZBS: 030204,148,02,3.153143215520903,9.614452432866585,1.6414681125737767,2.64938455693641,1.0958390422859987,0.5886666563611578,15.828272203530705,0.38949068601269665,-3.461246347214994,40.45043329506225
Salud,Centros de Salud,Centro de Salud Fronteras,148,CallePuerto de Navacerrada4,CODZBS: 030201,148,04,3.707272493891851,7.555473651902134,0.5715020453267444,4.072505466998486,1.615585377783853,0.23074333026872743,15.644792049937983,0.31188397794395556,-3.4839457493449233,40.45879601731251
Salud,Centros de Salud,Centro de Salud Juncal,148,AvenidaMadrid c/v Brasil39,CODZBS: 030203,148,01,1.7459133014031094,9.571083606653435,1.5133458855859765,1.9306697212849608,1.3395614237806563,2.271000872344704,14.612682442220175,1.2721642843427594,-3.4592989144958746,40.4640537124542
Salud,Centros de Salud,Centro de Salud La Plata,148,AvenidaUnión Europea4,CODZBS: 030205,148,02,2.162978394265,10.202146753752778,1.1666412379380724,1.5893347536628872,16.56467890971107,0.6128306265578752,4.945459299181759,5.426889911733514,-3.452579719007551,40.45763875365467
Salud,Centros de Salud,Centro de Salud Las Veredillas,148,CalleTurín37,CODZBS: 030202,148,01,2.5456067043248654,8.443886342895873,1.2640258324018807,3.0527095694370927,3.732544092234423,0.05671286921601334,10.86983413125971,6.000504479909355,-3.4725967062743592,40.46469380358545
Salud,Centros de Salud,Centro de Salud Los Fresnos,148,CalleZeus c/v Joaquín Blume0,CODZBS: 030204,148,03,4.144073598757957,9.047010102277707,1.435353605843046,3.7110109322595224,4.906871008979618,4.118549549820125,12.944156847589529,0.5109734094390669,-3.4704939252981957,40.443945542505695
Salud,Centros de Salud,Centro de Salud Torrelaguna,151,CalleMalacuera26,CODZBS: 050113,151,02,39.37832746282506,37.21846706326092,28.225612320941273,30.197470329889686,4.906871008979618,4.118549549820125,12.944156847589529,0.5109734094390669,-3.5386287826656093,40.82383548946267
Salud,Centros de Salud,Centro de Salud Torrelodones,152,Avenidade la Dehesa63,CODZBS: 060201,152,01,26.840661378500894,23.94856209265267,2.3905512191048226,1.2234297781789971,1.2723398650633115,0.7409506538546834,11.838612871749582,1.6483699005929187,-3.929526533569101,40.581081815752306
Salud,Centros de Salud,Centro de Salud Torres de la Alameda,154,Plazadel Juego de la Pelota3,CODZBS: 030111,154,01,10.478683121602977,18.935328825560926,8.58381263718326,8.506970265061339,1.2706539117625155,0.11687314761411163,12.191601639929806,1.5420671189820192,-3.364066092627908,40.40655734355588
Salud,Centros de Salud,Centro de Salud Tres Cantos,903,CalleSector Oficios12,CODZBS: 050204,903,01,20.144352932669307,15.162562680757556,0.9081564866138716,7.6363551129303735,0.5279505521216086,0.9420612320460683,11.338180303764199,0.9361605796024168,-3.7126107792431378,40.60639782022268
Salud,Centros de Salud,Centro de Salud Tres Cantos II,903,CalleSector Embarcaciones36,CODZBS: 050204,903,01,19.044361724443576,14.257030478615402,1.0197982713879414,6.714603925320207,1.2108386978932808,2.3693787939577677,9.939440433117285,0.3953260462317064,-3.7035045871639776,40.59919258825161
Salud,Centros de Salud,Centro de Salud El Reston,161,AvenidaMar Mediterráneo1,CODZBS: 110101,161,01,22.170234411026406,18.486870845045154,1.6455776468001881,2.2417788786563553,2.351312630204809,2.576740077490217,10.78810442439223,2.078867940374566,-3.678122993552119,40.18510652391982
Salud,Centros de Salud,Centro de Salud Valdemoro,161,CalleParla14,CODZBS: 110101,161,02,21.22209328544592,17.67630315675771,1.787005036933837,1.2747933594008096,2.6703344001270666,2.9530559326275236,10.582914253974149,2.3703253577070384,-3.685276954741724,40.19212776719401
Salud,Centros de Salud,Centro de Salud Villa del Prado,171,Paseode la Estación2,CODZBS: 080303,171,01,45.80243875879639,46.57019855668504,27.74894978614775,3.602049297930814,3.407113690046486,3.0882518867484228,12.05206846647487,1.954147429492525,-4.300194000364268,40.27453939282869
Salud,Centros de Salud,Centro de Salud Villanueva de la Cañada,176,Callede las Eras de Móstoles18,CODZBS: 060103,176,01,21.02252718892509,19.995360690082983,12.481420261409419,5.482243296255274,8.833956643228854,0.6691442233778669,24.124003955358088,1.0943475875435527,-4.001834375382493,40.44680498202999
Salud,Centros de Salud,Centro de Salud Villarejo de Salvanés,180,CalleHospital7,CODZBS: 010101,180,01,37.04047049785843,39.89104726549972,28.482703324716777,20.878821446416232,8.833956643228854,0.6691442233778669,24.124003955358088,1.0943475875435527,-3.275263957280361,40.17026892270926
Salud,Centros de Salud,Centro de Salud Villaviciosa de Odón,181,AvenidaPríncipe de Asturias173,CODZBS: 080305,181,01,11.381273310461223,12.06822300273088,3.81863592532334,3.8977439589358687,10.571082538792572,0.11103188936845937,22.983931914093503,7.255337084167078,-3.9082638847497746,40.359109803265994
Salud,Centros de Salud,Centro de Salud Arroyomolinos,015,AvenidaUnión Europea40,CODZBS: NA,015,01,15.65711991045612,17.656289440930124,6.258912837553033,5.126851274316263,10.820709910142162,0.3107692594243631,23.317607471994933,7.555175961506249,-3.9183351630143015,40.28179984774124
Salud,Consultorios de Salud,Consultorio de La Acebeda,0014,PlazaSan Miguel1,NA,001,01,69.4925258512437,66.25568751058758,40.98153374773713,52.34726536769675,10.400783611955177,0.3741658176964553,22.71096183297055,7.008726974655276,-3.6248032623643462,41.08687378212751
Salud,Consultorios de Salud,Consultorio de Ajalvir,0029,AvdaAguas2,NA,002,01,7.321990272080192,10.494374870505487,8.812430555413178,8.858845626755356,4.261486151325142,0.10186666538154858,10.137690378555515,6.100517076282244,-3.482595224506304,40.53659812918563
Salud,Consultorios de Salud,Consultorio de Alameda del Valle,0035,PlazaSanta Marina17,NA,003,01,55.8323273171466,51.42726703635286,14.717576520109926,26.11028619579917,0.8242645098975869,1.548017611408107,16.70462469879421,0.8014403731429538,-3.843668310023338,40.918027549853086
Salud,Consultorios de Salud,Consultorio de El Álamo,0040,CalleFederico García Lorca31,NA,004,01,23.728438508263018,25.734860529990573,13.822561226412168,13.19407090353778,4.411376739548846,0.8714920140467378,20.064884859159935,4.5025038338396834,-3.9886942216975134,40.23283601373955
Salud,Consultorios de Salud,Consultorio de Aldea del Fresno,0088,CalleSan Rafael17,NA,008,01,36.39350744668821,36.95169831347539,22.638638308733732,10.394425263077608,0.7194969625520766,1.6243432942262848,16.633621964563847,0.838280818034912,-4.199146730533835,40.320414636029035
Salud,Consultorios de Salud,Consultorio de Algete,0091,AvdaGuadalix3,NA,009,01,18.034212749119526,14.564607473539004,9.614267041829299,7.627880740879528,1.5868055678400093,1.9304084690063994,17.462059069306076,1.4147513550734618,-3.5794859919398663,40.622205127196345
Salud,Consultorios de Salud,Consultorio de Alpedrete,0105,PlazaTauromaquia1,NA,010,01,38.42746547295417,35.61918549393699,0.5590699133446668,2.3522136151962045,1.8100949729567977,2.1421014814192008,17.734403655017797,1.7466641071134694,-4.02873615075915,40.65696719368468
Salud,Consultorios de Salud,Consultorio de Ambite,0112,CalleBenito Torres15,NA,011,01,27.848248695830176,36.536393831524784,23.649189258726715,23.328995255184076,1.1834737253441525,1.708453376609699,17.06633615139178,1.0753823911249414,-3.183093586480348,40.327052876156976
Salud,Consultorios de Salud,Consultorio de Anchuelo,0127,CalleCoso2,NA,012,01,15.189211747329086,25.751457606488145,7.188607897410944,8.343222661371655,2.0257369299196712,2.0418459824874824,17.944642023181043,1.9277847398677799,-3.2678687531395902,40.466061260349306
Salud,Consultorios de Salud,Consultorio de La Poveda,0148,CalleMonte Alegre11,NA,014,01,17.771784063862263,16.106675706958956,13.374401623553053,2.974529202068331,1.7301394149116425,2.045406057006944,17.609942628784946,1.5567998008685957,-3.481585246160721,40.315888742557846
Salud,Consultorios de Salud,Consultorio de Arroyomolinos,0151,CalleMarbellas/n,NA,015,01,15.769290602071354,17.778902407814492,6.488209594925045,5.292490272991394,2.5639766199922245,2.631277796754722,8.771134748706528,1.9582121569383917,-3.91688192877774,40.278878695272205
Salud,Consultorios de Salud,Consultorio de El Atazar,0164,CalleEras3,NA,016,01,51.044580519500734,50.386769599526765,41.281244239797324,43.600620055463324,1.7348683461183632,2.3923886899901015,8.651818542918596,0.9326497898316966,-3.470648486282742,40.935305297254864
Salud,Consultorios de Salud,Consultorio de Batres,0170,CalleSecaderos3,NA,017,01,21.930017748098646,24.00410851954264,9.483642549640866,11.768111499515575,2.909861998581697,2.3112704341498738,8.655588064449521,1.619748516719123,-3.920915828797485,40.20768276307225
Salud,Consultorios de Salud,Consultorio de Becerril de la Sierra,0186,CalleReal19,NA,018,01,42.41684856725735,37.506710925255405,4.482992074377148,6.761197241697254,2.894012827728615,2.6400600396263014,8.18446045752116,1.6665996196419963,-3.991027050445508,40.71460025120986
Salud,Consultorios de Salud,Consultorio de Belmonte de Tajo,0199,PlazaConstitución1,NA,019,01,39.19069823997997,38.06638922892235,23.168393319672735,20.695263122338844,2.8955101744695075,2.5508083829969275,8.292223931683587,1.6333746874011745,-3.3395703120407942,40.13378974001478
Salud,Consultorios de Salud,Consultorio de Berzosa del Lozoya,0203,CalleManzano6,NA,020,01,55.80558470307702,54.055884471608195,40.69400273061345,46.954930447587465,0.7180486290532788,1.0362191961530127,10.102574003283136,0.3859228037833254,-3.5245238487709325,40.975015416484105
Salud,Consultorios de Salud,Consultorio de El Berrueco,0210,CllonHuertos7,NA,021,01,46.75270828459013,44.17327925531607,32.56314257170252,36.96917382430325,3.5527122055831346,1.3272602872321313,7.124081835449534,1.425111321218181,-3.560670445323699,40.88811352696163
Salud,Consultorios de Salud,Consultorio de Infante Don Luis de Borbón,0225,CalleSecundino Zuazo6,NA,022,01,10.825744841922068,10.227360108945325,7.902786860681197,4.511430775463372,2.610107693923773,2.528526753624804,8.921553862507523,1.9545770890462233,-3.895389294940185,40.402516602314535
Salud,Consultorios de Salud,Consultorio de Cerceda,0231,CalleTeresa Fraile19,NA,023,01,38.63227821750362,32.6670428830176,8.787049891871606,7.520564187007907,10.47422401319732,0.6615726826998827,17.605861320974807,9.286939681705698,-3.9316168716893176,40.69669063447611
Salud,Consultorios de Salud,Consultorio de Mataelpino,0231,CalleEscultor1,NA,023,01,43.229062029890954,36.90441609100739,7.248697326671941,10.263886306882766,0.32847561462860375,1.148208895302021,1.2205073329088012,0.6388508261605871,-3.946172846960704,40.73666006101918
Salud,Consultorios de Salud,Consultorio de El Boalo,0231,CallePeña Hoyuela17,NA,023,01,40.28429279928642,33.68680983177058,10.089147863278509,9.654661965995915,0.4332455714394686,0.2886604651805673,0.14852771984189167,0.34743479953848794,-3.919837816534798,40.71545976240895
Salud,Consultorios de Salud,Consultorio de Braojos,0246,PlazaCalvo Sotelo20,NA,024,01,64.67235764581787,61.05486031411543,36.27184432658268,47.722659024605015,2.5946871297040945,1.549366657187396,2.082707559774979,1.1741733224190802,-3.642163467997716,41.039296845187764
Salud,Consultorios de Salud,Consultorio de Brea de Tajo,0259,CalleJulián Nicolás1,NA,025,01,39.54281185109325,47.24184212267372,36.06236802102071,30.170857349926287,0.7492881642172581,0.0510331244603828,0.29207688733686477,0.21051410687738525,-3.1127714992926103,40.22835510042774
Salud,Consultorios de Salud,Consultorio de Brunete,0262,AvdaVillanueva de la Cañada6,NA,026,01,19.4512419410417,19.015104703932053,13.102130344270169,1.2557566537684302,1.73900484775202,0.946479670792613,2.8769790503785226,1.3768253627497478,-3.99888557007922,40.408506579057786
Salud,Consultorios de Salud,Consultorio de Bustarviejo,0284,CalleMadrid19,NA,028,01,45.64175211128465,41.84759453812247,21.949147489587492,32.653095514651945,0.6820582529851268,0.7556427505999436,0.3564701752381773,1.3161292557714168,-3.7077721210382606,40.85745097511333
Salud,Consultorios de Salud,Consultorio de Cabanillas de la Sierra,0297,CalleNueva2,NA,029,01,40.54423437850771,36.90217340594719,23.368562036564118,29.446405701532914,1.9320621964351186,0.28661724320701165,1.4845603993774625,0.8828079563449751,-3.627341856681423,40.822315205617365
Salud,Consultorios de Salud,Consultorio de Camarma de Esteruelas,0323,CalleSoledads/n,NA,032,01,9.843048721433583,18.596841014648035,6.018003295673687,4.981597049683879,1.191126101763972,0.5563533315883721,0.3546325098710297,1.539925524182092,-3.3786561881737627,40.54832773825155
Salud,Consultorios de Salud,Consultorio de Canencia,0344,PlazaConstitución1,NA,034,01,51.91396732772818,48.10485313263838,21.413918938470292,32.80000224219021,0.3551375819015793,0.37117960575571957,0.9651760331552074,0.5357577894822079,-3.737658736999548,40.90977317959715
Salud,Consultorios de Salud,Consultorio de Carabaña,0357,CalleSierra20,NA,035,01,30.030182437759343,36.71212502028631,27.869587077601587,18.97145542812885,0.7170104018156318,0.6720735605526519,0.3267916510084365,0.4183709210193765,-3.2391287420392745,40.25779496904797
Salud,Consultorios de Salud,Consultorio de Casarrubuelos,0360,CalleCiudad Real3,NA,036,01,22.400891963616562,22.826168544882492,8.988277029959885,6.238954310315761,1.0893699299965567,1.4174685948990766,2.226240388205195,1.3036882821273894,-3.825958330862574,40.1727313001528
Salud,Consultorios de Salud,Consultorio de Cenicientos,0376,CallePlaza de los Caños1,NA,037,01,60.02695317197362,60.65798051359817,34.071103533911185,16.49418379124643,1.7664390967596368,0.8732788010766671,2.90409441843908,1.3048630163628228,-4.469261569102114,40.2654618525903
Salud,Consultorios de Salud,Consultorio de Cervera de Buitrago,0395,CalleIglesia2,NA,039,01,50.046853055364544,48.16835007305903,37.13774280960246,41.08387097474543,1.5982314968301177,1.1965003076014498,2.7298954422687736,1.549923221765599,-3.530246366750278,40.922227833138685
Salud,Consultorios de Salud,Consultorio de Cobeña,0416,CalleMercado17,NA,041,01,11.229419443865112,11.025874295035704,11.070890990216192,8.83334215968925,0.11337328912735012,0.6281354878043749,0.284203652009972,0.8355131313112123,-3.5066984917365462,40.56678281742021
Salud,Consultorios de Salud,Consultorio de Colmenar del Arroyo,0421,CalleReal7,NA,042,01,36.29505243159761,35.953854422209375,11.976248036685506,17.485980824039952,0.5060515452920881,0.23531878674022252,0.7175521733421024,0.39956593486838343,-4.198441279572278,40.41951989115927
Salud,Consultorios de Salud,Consultorio de Colmenarejo,0442,CalleCañada de las Merinas64,NA,044,01,29.204774697117877,27.123821077881306,5.056613665059337,7.496366046478635,1.8893336985426408,1.4329192248578582,1.458425859303561,1.5792900139582724,-4.013303419539393,40.56020679827608
Salud,Consultorios de Salud,Consultorio de Collado Mediano,0468,CalleZarza6,NA,046,01,41.63263988286768,37.979997008163046,0.6364419451297891,4.719834128056035,1.8741662021743681,1.1193840622395426,3.616582063309897,0.6521316936489178,-4.028400379575109,40.691319702975306
Salud,Consultorios de Salud,Consultorio de Corpa,0480,CalleAntonio Suárez1,NA,048,01,16.658314854911886,26.725176260633802,10.7822425085079,10.956086511827593,0.10209884194225391,0.6990357026346709,0.8435589632228827,0.34891892483973175,-3.2614160766596823,40.4263819781266
Salud,Consultorios de Salud,Consultorio de Coslada Estación,0493,AvdaSan Pablo6,NA,049,04,3.914454807932299,4.565659828102856,0.3113746542234209,0.39261327335574214,0.37846659526263654,0.7176441577699894,0.3342704514076473,0.8197371421245407,-3.534184111772073,40.43983092656688
